Timestamp,Voltage1,Voltage2,Current,CurrentCapacity,TotalCapacity
198,7.06,5,22.75,0.001251,0.001251
738,7.08,5,22.75,0.003412,0.004664
1272,7.06,5,22.75,0.003375,0.008038
1806,7.06,5.03,22.86,0.003391,0.011429
2343,7.06,5.03,22.86,0.00341,0.014839
2878,7.06,5,22.75,0.003381,0.01822
3411,7.06,5,22.75,0.003368,0.021588
3946,7.06,5.03,22.86,0.003397,0.024985
4480,7.06,5.03,22.86,0.003391,0.028376
5014,7.08,5.03,22.86,0.003391,0.031767
5549,7.03,5,22.75,0.003381,0.035148
6083,7.08,5.03,22.86,0.003391,0.038539
6621,7.06,5.05,22.97,0.003433,0.041972
7160,7.06,5.03,22.86,0.003423,0.045395
7694,7.06,5.05,22.97,0.003407,0.048802
8228,7.06,5.05,22.97,0.003407,0.05221
8762,7.06,5.05,22.97,0.003407,0.055617
9296,7.06,5.05,22.97,0.003407,0.059025
9831,7.06,5.05,22.97,0.003414,0.062438
10365,7.06,5.05,22.97,0.003407,0.065846
10899,7.03,5.05,22.97,0.003407,0.069253
11435,7.03,5.03,22.86,0.003404,0.072657
11969,7.06,5.05,22.97,0.003407,0.076064
12507,7.06,5.05,22.97,0.003433,0.079497
13043,7.06,5.03,22.86,0.003404,0.082901
13578,7.06,5.03,22.86,0.003397,0.086298
14114,7.06,5,22.75,0.003387,0.089685
14649,7.06,5,22.75,0.003381,0.093066
15183,7.06,5.03,22.86,0.003391,0.096457
15718,7.06,5.03,22.86,0.003397,0.099854
16252,7.06,5.03,22.86,0.003391,0.103245
16787,7.06,5.03,22.86,0.003397,0.106643
17325,7.06,5,22.75,0.0034,0.110043
17858,7.06,5.03,22.86,0.003385,0.113427
18393,7.08,5.03,22.86,0.003397,0.116824
18926,7.06,5.03,22.86,0.003385,0.120209
19461,7.06,5.05,22.97,0.003414,0.123623
19998,7.06,5.03,22.86,0.00341,0.127033
20536,7.06,5,22.75,0.0034,0.130433
21070,7.06,5,22.75,0.003375,0.133807
21605,7.06,5,22.75,0.003381,0.137188
22142,7.06,4.98,22.64,0.003377,0.140565
22676,7.06,4.98,22.64,0.003358,0.143923
23211,7.06,4.98,22.64,0.003364,0.147287
23745,7.03,4.98,22.64,0.003358,0.150645
24279,7.06,5,22.75,0.003375,0.15402
24813,7.06,5,22.75,0.003375,0.157394
25348,7.06,5,22.75,0.003381,0.160775
25882,7.06,4.96,22.53,0.003342,0.164117
26420,7.03,5,22.75,0.0034,0.167516
26957,7.03,5,22.75,0.003393,0.17091
27494,7.06,5,22.75,0.003393,0.174303
28028,7.06,5,22.75,0.003375,0.177678
28562,7.03,4.98,22.64,0.003358,0.181036
29096,7.03,4.98,22.64,0.003358,0.184394
29631,7.06,4.98,22.64,0.003364,0.187758
30166,7.03,5,22.75,0.003381,0.191139
30700,7.03,4.98,22.64,0.003358,0.194497
31235,7.03,4.98,22.64,0.003364,0.197861
31769,7.06,4.96,22.53,0.003342,0.201203
32307,7.06,4.98,22.64,0.003383,0.204586
32840,7.06,4.98,22.64,0.003352,0.207938
33378,7.06,4.98,22.64,0.003383,0.211321
33914,7.06,4.98,22.64,0.003371,0.214692
34449,7.06,4.96,22.53,0.003348,0.21804
34983,7.06,4.96,22.53,0.003342,0.221381
35518,7.03,4.96,22.53,0.003348,0.224729
36052,7.06,4.96,22.53,0.003342,0.228071
36587,7.06,4.98,22.64,0.003364,0.231435
37124,7.03,4.98,22.64,0.003377,0.234812
37658,7.03,4.98,22.64,0.003358,0.23817
38192,7.03,5,22.75,0.003375,0.241544
38726,7.06,5,22.75,0.003375,0.244919
39261,7.06,4.98,22.64,0.003364,0.248283
39798,7.03,4.98,22.64,0.003377,0.25166
40332,7.03,5,22.75,0.003375,0.255035
40870,7.06,5,22.75,0.0034,0.258435
41405,7.03,5,22.75,0.003381,0.261815
41942,7.03,5,22.75,0.003393,0.265209
42476,7.03,5,22.75,0.003375,0.268583
43011,7.03,5.03,22.86,0.003397,0.271981
43544,7.03,5,22.75,0.003368,0.275349
44079,7.06,5.03,22.86,0.003397,0.278746
44613,7.06,5.03,22.86,0.003391,0.282137
45148,7.03,5,22.75,0.003381,0.285518
45682,7.06,5.03,22.86,0.003391,0.288909
46217,7.06,5,22.75,0.003381,0.29229
46756,7.06,5,22.75,0.003406,0.295696
47294,7.03,4.98,22.64,0.003383,0.299079
47827,7.06,5,22.75,0.003368,0.302447
48362,7.03,5,22.75,0.003381,0.305828
48897,7.03,5,22.75,0.003381,0.309209
49430,7.06,5,22.75,0.003368,0.312577
49966,7.06,5.03,22.86,0.003404,0.315981
50499,7.06,5,22.75,0.003368,0.319349
51034,7.03,4.98,22.64,0.003364,0.322713
51569,7.03,5,22.75,0.003381,0.326094
52106,7.03,5,22.75,0.003393,0.329488
52640,7.03,5,22.75,0.003375,0.332862
53177,7.06,5.03,22.86,0.00341,0.336272
53711,7.03,5,22.75,0.003375,0.339647
54248,7.03,5.03,22.86,0.00341,0.343057
54782,7.06,5,22.75,0.003375,0.346431
55317,7.06,5,22.75,0.003381,0.349812
55852,7.06,5,22.75,0.003381,0.353193
56387,7.06,5,22.75,0.003381,0.356574
56924,7.06,5,22.75,0.003393,0.359967
57457,7.06,5,22.75,0.003368,0.363335
57992,7.03,5,22.75,0.003381,0.366716
58526,7.03,5,22.75,0.003375,0.370091
59060,7.06,5,22.75,0.003375,0.373465
59594,7.06,5,22.75,0.003375,0.37684
60132,7.03,5,22.75,0.0034,0.38024
60669,7.06,5,22.75,0.003393,0.383633
61204,7.06,5,22.75,0.003381,0.387014
61742,7.03,5,22.75,0.0034,0.390414
62275,7.06,5,22.75,0.003368,0.393782
62810,7.03,4.98,22.64,0.003364,0.397146
63344,7.06,4.98,22.64,0.003358,0.400504
63879,7.06,4.98,22.64,0.003364,0.403869
64412,7.03,5,22.75,0.003368,0.407237
64947,7.03,5,22.75,0.003381,0.410618
65481,7.03,5,22.75,0.003375,0.413992
66016,7.06,5,22.75,0.003381,0.417373
66556,7.03,5,22.75,0.003412,0.420785
67090,7.06,5,22.75,0.003375,0.42416
67628,7.03,5,22.75,0.0034,0.42756
68161,7.06,5,22.75,0.003368,0.430928
68696,7.06,5,22.75,0.003381,0.434309
69230,7.03,4.98,22.64,0.003358,0.437667
69765,7.06,4.98,22.64,0.003364,0.441031
70299,7.03,4.98,22.64,0.003358,0.444389
70834,7.06,5,22.75,0.003381,0.44777
71368,7.03,5,22.75,0.003375,0.451144
71906,7.03,5,22.75,0.0034,0.454544
72440,7.03,5,22.75,0.003375,0.457919
72974,7.03,5,22.75,0.003375,0.461293
73511,7.06,4.98,22.64,0.003377,0.46467
74049,7.03,4.98,22.64,0.003383,0.468053
74584,7.06,5,22.75,0.003381,0.471434
75118,7.06,5,22.75,0.003375,0.474809
75652,7.03,5,22.75,0.003375,0.478183
76187,7.03,5,22.75,0.003381,0.481564
76724,7.06,4.98,22.64,0.003377,0.484941
77258,7.06,5,22.75,0.003375,0.488315
77793,7.03,4.98,22.64,0.003364,0.49168
78326,7.03,5,22.75,0.003368,0.495048
78861,7.03,5,22.75,0.003381,0.498429
79395,7.03,5,22.75,0.003375,0.501803
79932,7.03,5,22.75,0.003393,0.505197
80466,7.03,5,22.75,0.003375,0.508571
81005,7.06,5,22.75,0.003406,0.511977
81542,7.03,5,22.75,0.003393,0.515371
82075,7.06,5,22.75,0.003368,0.518739
82610,7.03,4.98,22.64,0.003364,0.522103
83144,7.03,4.98,22.64,0.003358,0.525461
83678,7.03,4.98,22.64,0.003358,0.52882
84212,7.03,4.98,22.64,0.003358,0.532178
84747,7.03,4.98,22.64,0.003364,0.535542
85281,7.03,4.98,22.64,0.003358,0.5389
85816,7.03,4.98,22.64,0.003364,0.542264
86350,7.03,5,22.75,0.003375,0.545639
86891,7.03,4.98,22.64,0.003402,0.549041
87428,7.03,5,22.75,0.003393,0.552434
87962,7.06,4.98,22.64,0.003358,0.555792
88497,7.03,5,22.75,0.003381,0.559173
89030,7.06,4.98,22.64,0.003352,0.562525
89565,7.06,5,22.75,0.003381,0.565906
90099,7.03,5,22.75,0.003375,0.56928
90634,7.03,5,22.75,0.003381,0.572661
91168,7.03,5.03,22.86,0.003391,0.576052
91706,7.06,4.98,22.64,0.003383,0.579435
92240,7.06,5,22.75,0.003375,0.58281
92774,7.03,4.98,22.64,0.003358,0.586168
93312,7.06,5,22.75,0.0034,0.589568
93846,7.03,5,22.75,0.003375,0.592942
94383,7.03,5,22.75,0.003393,0.596336
94917,7.06,5,22.75,0.003375,0.59971
95452,7.06,5,22.75,0.003381,0.603091
95986,7.06,5,22.75,0.003375,0.606466
96524,7.06,4.98,22.64,0.003383,0.609849
97057,7.03,5,22.75,0.003368,0.613217
97592,7.03,5,22.75,0.003381,0.616598
98126,7.03,5,22.75,0.003375,0.619972
98660,7.06,4.98,22.64,0.003358,0.62333
99194,7.06,4.98,22.64,0.003358,0.626689
99729,7.03,5,22.75,0.003381,0.630069
100267,7.03,5,22.75,0.0034,0.633469
100805,7.03,5,22.75,0.0034,0.636869
101342,7.03,5,22.75,0.003393,0.640262
101876,7.03,5,22.75,0.003375,0.643637
102411,7.03,4.98,22.64,0.003364,0.647001
102945,7.03,5,22.75,0.003375,0.650376
103480,7.06,5.03,22.86,0.003397,0.653773
104014,7.03,5,22.75,0.003375,0.657148
104549,7.06,4.98,22.64,0.003364,0.660512
105083,7.03,5,22.75,0.003375,0.663886
105618,7.03,5,22.75,0.003381,0.667267
106152,7.03,5,22.75,0.003375,0.670642
106693,7.03,4.98,22.64,0.003402,0.674044
107228,7.03,5,22.75,0.003381,0.677425
107759,7.03,5,22.75,0.003356,0.68078
108294,7.03,5,22.75,0.003381,0.684161
108828,7.06,5,22.75,0.003375,0.687536
109363,7.06,5,22.75,0.003381,0.690916
109897,7.06,4.98,22.64,0.003358,0.694274
110432,7.03,5,22.75,0.003381,0.697655
110966,7.03,4.98,22.64,0.003358,0.701013
111504,7.03,5,22.75,0.0034,0.704413
112038,7.03,4.98,22.64,0.003358,0.707771
112573,7.03,4.98,22.64,0.003364,0.711136
113110,7.06,4.98,22.64,0.003377,0.714512
113644,7.06,4.98,22.64,0.003358,0.717871
114182,7.03,4.98,22.64,0.003383,0.721254
114716,7.03,5,22.75,0.003375,0.724628
115251,7.06,5,22.75,0.003381,0.728009
115786,7.03,5,22.75,0.003381,0.73139
116323,7.03,4.98,22.64,0.003377,0.734767
116857,7.06,5,22.75,0.003375,0.738141
117392,7.03,5.03,22.86,0.003397,0.741539
117926,7.03,5,22.75,0.003375,0.744913
118461,7.03,5,22.75,0.003381,0.748294
118995,7.03,5,22.75,0.003375,0.751669
119533,7.03,5,22.75,0.0034,0.755068
120068,7.06,5,22.75,0.003381,0.758449
120605,7.03,5,22.75,0.003393,0.761843
121143,7.03,5,22.75,0.0034,0.765242
121676,7.03,4.98,22.64,0.003352,0.768594
122211,7.06,5,22.75,0.003381,0.771975
122745,7.03,5,22.75,0.003375,0.775349
123280,7.03,5,22.75,0.003381,0.77873
123814,7.03,5.03,22.86,0.003391,0.782121
124349,7.03,5,22.75,0.003381,0.785502
124883,7.03,5,22.75,0.003375,0.788877
125418,7.03,5,22.75,0.003381,0.792257
125957,7.03,5,22.75,0.003406,0.795664
126493,7.03,5,22.75,0.003387,0.799051
127031,7.06,5,22.75,0.0034,0.802451
127565,7.03,5,22.75,0.003375,0.805825
128099,7.03,4.98,22.64,0.003358,0.809183
128633,7.03,5,22.75,0.003375,0.812558
129169,7.03,4.98,22.64,0.003371,0.815928
129703,7.03,5,22.75,0.003375,0.819303
130238,7.06,5,22.75,0.003381,0.822684
130772,7.03,5,22.75,0.003375,0.826058
131311,7.03,5,22.75,0.003406,0.829464
131845,7.03,5.03,22.86,0.003391,0.832855
132379,7.06,5,22.75,0.003375,0.83623
132917,7.03,5,22.75,0.0034,0.83963
133453,7.03,5,22.75,0.003387,0.843017
133988,7.03,4.98,22.64,0.003364,0.846381
134522,7.03,4.98,22.64,0.003358,0.849739
135058,7.06,5.03,22.86,0.003404,0.853143
135592,7.03,5,22.75,0.003375,0.856517
136130,7.03,5,22.75,0.0034,0.859917
136665,7.03,5,22.75,0.003381,0.863298
137198,7.03,4.98,22.64,0.003352,0.86665
137733,7.03,4.98,22.64,0.003364,0.870014
138267,7.03,5,22.75,0.003375,0.873388
138802,7.03,4.98,22.64,0.003364,0.876753
139339,7.03,4.98,22.64,0.003377,0.88013
139877,7.03,5,22.75,0.0034,0.883529
140411,7.03,5,22.75,0.003375,0.886904
140949,7.03,5.03,22.86,0.003416,0.89032
141484,7.03,5,22.75,0.003381,0.893701
142017,7.03,5,22.75,0.003368,0.897069
142552,7.03,5,22.75,0.003381,0.90045
143086,7.03,5,22.75,0.003375,0.903825
143621,7.03,5,22.75,0.003381,0.907206
144155,7.06,5,22.75,0.003375,0.91058
144690,7.03,4.98,22.64,0.003364,0.913944
145224,7.03,4.98,22.64,0.003358,0.917302
145763,7.01,5,22.75,0.003406,0.920709
146299,6.98,4.98,22.64,0.003371,0.924079
146837,7.06,5,22.75,0.0034,0.927479
147372,7.06,5,22.75,0.003381,0.93086
147905,7.06,5,22.75,0.003368,0.934228
148440,7.08,5.03,22.86,0.003397,0.937625
148975,7.08,5,22.75,0.003381,0.941006
149510,7.08,5,22.75,0.003381,0.944387
150044,7.06,4.98,22.64,0.003358,0.947745
150579,7.08,5,22.75,0.003381,0.951126
151116,7.06,5,22.75,0.003393,0.954519
151651,7.06,5.03,22.86,0.003397,0.957917
152187,7.06,5.03,22.86,0.003404,0.96132
152722,7.08,4.98,22.64,0.003364,0.964685
153260,7.08,5.03,22.86,0.003416,0.968101
153794,7.08,5.03,22.86,0.003391,0.971492
154329,7.06,5.03,22.86,0.003397,0.974889
154863,7.06,5.03,22.86,0.003391,0.97828
155399,7.08,5.03,22.86,0.003404,0.981684
155935,7.06,5.03,22.86,0.003404,0.985088
156470,7.08,5.03,22.86,0.003397,0.988485
157004,7.06,5.03,22.86,0.003391,0.991876
157539,7.06,5.03,22.86,0.003397,0.995273
158073,7.06,5.03,22.86,0.003391,0.998664
158611,7.08,5.03,22.86,0.003416,1.00208
159145,7.06,5.03,22.86,0.003391,1.005471
159683,7.06,5.03,22.86,0.003416,1.008888
160218,7.08,5.05,22.97,0.003414,1.012302
160755,7.08,5.03,22.86,0.00341,1.015712
161290,7.08,5.03,22.86,0.003397,1.019109
161824,7.08,5.03,22.86,0.003391,1.0225
162358,7.08,5.03,22.86,0.003391,1.025891
162892,7.08,5.05,22.97,0.003407,1.029298
163427,7.08,5.03,22.86,0.003397,1.032696
163961,7.06,5.03,22.86,0.003391,1.036086
164496,7.08,5,22.75,0.003381,1.039467
165031,7.08,5,22.75,0.003381,1.042848
165569,7.06,5,22.75,0.0034,1.046248
166109,7.06,5.03,22.86,0.003429,1.049677
166643,7.06,5.03,22.86,0.003391,1.053068
167178,7.06,5.03,22.86,0.003397,1.056465
167712,7.08,5.03,22.86,0.003391,1.059856
168247,7.06,5,22.75,0.003381,1.063237
168781,7.08,5,22.75,0.003375,1.066611
169316,7.08,5.03,22.86,0.003397,1.070009
169850,7.06,5.03,22.86,0.003391,1.073399
170385,7.08,5.03,22.86,0.003397,1.076797
170923,7.08,5.03,22.86,0.003416,1.080213
171457,7.08,5.03,22.86,0.003391,1.083604
171994,7.06,5.03,22.86,0.00341,1.087014
172531,7.06,5,22.75,0.003393,1.090407
173066,7.06,5,22.75,0.003381,1.093788
173600,7.06,5,22.75,0.003375,1.097163
174135,7.06,4.98,22.64,0.003364,1.100527
174669,7.06,5,22.75,0.003375,1.103902
175205,7.08,5,22.75,0.003387,1.107289
175741,7.06,5,22.75,0.003387,1.110676
176276,7.06,5,22.75,0.003381,1.114056
176811,7.06,5,22.75,0.003381,1.117437
177345,7.06,5,22.75,0.003375,1.120812
177879,7.08,5,22.75,0.003375,1.124186
178416,7.08,5,22.75,0.003393,1.12758
178951,7.06,5,22.75,0.003381,1.13096
179488,7.06,5,22.75,0.003393,1.134354
180024,7.06,4.98,22.64,0.003371,1.137724
180561,7.06,4.98,22.64,0.003377,1.141101
181095,7.08,5,22.75,0.003375,1.144476
181629,7.08,4.98,22.64,0.003358,1.147834
182164,7.08,5,22.75,0.003381,1.151215
182699,7.08,5,22.75,0.003381,1.154595
183233,7.08,4.93,22.42,0.003325,1.15792
183768,7.06,4.91,22.31,0.003315,1.161235
184302,7.06,5.03,22.86,0.003391,1.164626
184840,7.06,5.03,22.86,0.003416,1.168043
185374,7.08,5.03,22.86,0.003391,1.171434
185915,7.08,5.03,22.86,0.003435,1.174869
186448,7.03,5.03,22.86,0.003385,1.178254
186983,7.08,5.03,22.86,0.003397,1.181651
187517,7.08,5.03,22.86,0.003391,1.185042
188052,7.06,5.03,22.86,0.003397,1.188439
188587,7.08,5.05,22.97,0.003414,1.191853
189121,7.08,5,22.75,0.003375,1.195227
189656,7.06,5.05,22.97,0.003414,1.198641
190191,7.06,5.05,22.97,0.003414,1.202055
190729,7.06,5.08,23.08,0.00345,1.205505
191266,7.06,5.08,23.08,0.003443,1.208948
191800,7.08,5,22.75,0.003375,1.212322
192337,7.06,4.98,22.64,0.003377,1.215699
192872,7.06,5,22.75,0.003381,1.21908
193406,7.06,5,22.75,0.003375,1.222454
193941,7.08,5,22.75,0.003381,1.225835
194476,7.06,5,22.75,0.003381,1.229216
195011,7.08,5,22.75,0.003381,1.232597
195549,7.08,4.98,22.64,0.003383,1.23598
196082,7.06,5,22.75,0.003368,1.239348
196617,7.06,5,22.75,0.003381,1.242729
197151,7.06,4.98,22.64,0.003358,1.246087
197686,7.06,4.98,22.64,0.003364,1.249451
198223,7.06,5,22.75,0.003393,1.252844
198761,7.08,4.98,22.64,0.003383,1.256228
199296,7.06,5,22.75,0.003381,1.259608
199830,7.08,5,22.75,0.003375,1.262983
200368,7.06,4.98,22.64,0.003383,1.266366
200902,7.08,5,22.75,0.003375,1.26974
201437,7.06,5,22.75,0.003381,1.273121
201970,7.08,4.98,22.64,0.003352,1.276473
202505,7.08,5,22.75,0.003381,1.279854
203039,7.08,4.98,22.64,0.003358,1.283212
203574,7.08,5,22.75,0.003381,1.286593
204108,7.08,5,22.75,0.003375,1.289967
204646,7.06,4.98,22.64,0.003383,1.29335
205186,7.08,5,22.75,0.003412,1.296763
205719,7.08,5,22.75,0.003368,1.300131
206254,7.06,5,22.75,0.003381,1.303512
206788,7.06,5,22.75,0.003375,1.306886
207322,7.08,5,22.75,0.003375,1.31026
207856,7.06,4.98,22.64,0.003358,1.313618
208391,7.08,4.98,22.64,0.003364,1.316983
208925,7.06,4.98,22.64,0.003358,1.320341
209461,7.06,4.98,22.64,0.003371,1.323711
209995,7.08,4.98,22.64,0.003358,1.327069
210531,7.06,4.98,22.64,0.003371,1.33044
211068,7.06,4.98,22.64,0.003377,1.333817
211603,7.08,4.98,22.64,0.003364,1.337181
212140,7.06,5,22.75,0.003393,1.340575
212674,7.06,4.98,22.64,0.003358,1.343933
213209,7.08,4.98,22.64,0.003364,1.347297
213744,7.08,4.96,22.53,0.003348,1.350645
214279,7.06,4.98,22.64,0.003364,1.354009
214813,7.08,4.98,22.64,0.003358,1.357367
215351,7.06,4.98,22.64,0.003383,1.36075
215885,7.08,4.96,22.53,0.003342,1.364092
216420,7.08,4.96,22.53,0.003348,1.36744
216954,7.08,4.98,22.64,0.003358,1.370798
217492,7.06,4.96,22.53,0.003367,1.374164
218027,7.06,4.98,22.64,0.003364,1.377529
218564,7.06,4.98,22.64,0.003377,1.380906
219099,7.06,5.1,23.19,0.003447,1.384353
219633,7.08,5.05,22.97,0.003407,1.38776
220171,7.06,5.05,22.97,0.003433,1.391193
220705,7.08,5.05,22.97,0.003407,1.394601
221239,7.08,5.08,23.08,0.003424,1.398024
221774,7.08,5.08,23.08,0.00343,1.401455
222308,7.06,5.08,23.08,0.003424,1.404879
222842,7.06,5.08,23.08,0.003424,1.408303
223377,7.06,5.1,23.19,0.003447,1.411749
223915,7.06,5.08,23.08,0.00345,1.415199
224450,7.06,5.08,23.08,0.00343,1.418629
224991,7.06,5.08,23.08,0.003469,1.422098
225524,7.08,5.08,23.08,0.003417,1.425515
226059,7.08,5.08,23.08,0.00343,1.428946
226593,7.06,5.08,23.08,0.003424,1.43237
227128,7.06,5.08,23.08,0.00343,1.4358
227662,7.06,5.05,22.97,0.003407,1.439207
228197,7.06,5.08,23.08,0.00343,1.442638
228731,7.06,5.08,23.08,0.003424,1.446061
229266,7.08,5.08,23.08,0.00343,1.449492
229800,7.06,5.08,23.08,0.003424,1.452916
230338,7.06,5.08,23.08,0.00345,1.456365
230876,7.06,5.1,23.19,0.003466,1.459831
231412,7.06,5.08,23.08,0.003437,1.463268
231947,7.06,5.08,23.08,0.00343,1.466698
232481,7.06,5.08,23.08,0.003424,1.470122
233016,7.08,5.1,23.19,0.003447,1.473569
233550,7.08,5.08,23.08,0.003424,1.476993
234086,7.06,5.08,23.08,0.003437,1.48043
234620,7.06,5.1,23.19,0.00344,1.48387
235158,7.06,5.08,23.08,0.00345,1.48732
235692,7.06,5.08,23.08,0.003424,1.490744
236226,7.08,5.08,23.08,0.003424,1.494167
236761,7.06,5.1,23.19,0.003447,1.497614
237298,7.06,5.08,23.08,0.003443,1.501057
237835,7.06,5.08,23.08,0.003443,1.504501
238370,7.06,5.08,23.08,0.00343,1.507931
238905,7.06,5.08,23.08,0.00343,1.511361
239439,7.08,5.08,23.08,0.003424,1.514785
239977,7.06,5.08,23.08,0.00345,1.518234
240512,7.06,5.08,23.08,0.00343,1.521665
241045,7.08,5.1,23.19,0.003434,1.525099
241580,7.06,5.08,23.08,0.00343,1.528529
242114,7.06,5.08,23.08,0.003424,1.531953
242649,7.06,5.08,23.08,0.00343,1.535383
243183,7.06,5.05,22.97,0.003407,1.538791
243721,7.06,5.08,23.08,0.00345,1.54224
244255,7.06,5.08,23.08,0.003424,1.545664
244788,7.06,5.08,23.08,0.003417,1.549082
245325,7.08,5.08,23.08,0.003443,1.552525
245859,7.06,5.1,23.19,0.00344,1.555965
246393,7.06,5.08,23.08,0.003424,1.559389
246928,7.06,5.03,22.86,0.003397,1.562786
247462,7.06,5.05,22.97,0.003407,1.566194
247997,7.06,5,22.75,0.003381,1.569575
248531,7.06,5.03,22.86,0.003391,1.572966
249066,7.06,5.08,23.08,0.00343,1.576396
249602,7.08,5.13,23.3,0.00347,1.579865
250142,7.06,5.1,23.19,0.003479,1.583344
250676,7.03,5.1,23.19,0.00344,1.586785
251213,7.06,5.1,23.19,0.00346,1.590245
251748,7.06,5.1,23.19,0.003447,1.593691
252282,7.06,5.1,23.19,0.00344,1.597132
252817,7.08,5.1,23.19,0.003447,1.600579
253351,7.06,5.1,23.19,0.00344,1.604019
253886,7.06,5.1,23.19,0.003447,1.607466
254420,7.06,5.13,23.3,0.003457,1.610923
254955,7.08,5.13,23.3,0.003463,1.614386
255493,7.06,5.1,23.19,0.003466,1.617852
256027,7.06,5.1,23.19,0.00344,1.621292
256564,7.06,5.1,23.19,0.00346,1.624752
257099,7.06,5.13,23.3,0.003463,1.628215
257636,7.06,5.1,23.19,0.00346,1.631675
258170,7.08,5.13,23.3,0.003457,1.635132
258706,7.08,5.13,23.3,0.00347,1.638602
259240,7.08,5.13,23.3,0.003457,1.642058
259775,7.06,5.1,23.19,0.003447,1.645505
260313,7.08,5.13,23.3,0.003483,1.648988
260846,7.08,5.1,23.19,0.003434,1.652422
261381,7.06,5.1,23.19,0.003447,1.655869
261915,7.08,5.1,23.19,0.00344,1.659309
262450,7.06,5.1,23.19,0.003447,1.662756
262987,7.06,5.1,23.19,0.00346,1.666216
263522,7.06,5.13,23.3,0.003463,1.669679
264059,7.06,5.1,23.19,0.00346,1.673138
264594,7.06,5.1,23.19,0.003447,1.676585
265132,7.06,5.1,23.19,0.003466,1.680051
265666,7.06,5.1,23.19,0.00344,1.683492
266201,7.08,5.1,23.19,0.003447,1.686939
266734,7.08,5.13,23.3,0.00345,1.690389
267269,7.08,5.13,23.3,0.003463,1.693852
267803,7.06,5.13,23.3,0.003457,1.697309
268338,7.08,5.13,23.3,0.003463,1.700772
268872,7.06,5.1,23.19,0.00344,1.704213
269408,7.06,5.1,23.19,0.003453,1.707666
269948,7.06,5.13,23.3,0.003496,1.711162
270485,7.08,5.1,23.19,0.00346,1.714621
271020,7.08,5.13,23.3,0.003463,1.718085
271554,7.06,5.13,23.3,0.003457,1.721542
272088,7.08,5.13,23.3,0.003457,1.724998
272623,7.06,5.1,23.19,0.003447,1.728445
273158,7.06,5.13,23.3,0.003463,1.731908
273692,7.06,5.13,23.3,0.003457,1.735365
274227,7.06,5.13,23.3,0.003463,1.738829
274761,7.06,5.13,23.3,0.003457,1.742285
275299,7.06,5.13,23.3,0.003483,1.745768
275833,7.06,5.13,23.3,0.003457,1.749225
276370,7.06,5.13,23.3,0.003476,1.752701
276908,7.06,5.13,23.3,0.003483,1.756184
277442,7.06,5.13,23.3,0.003457,1.759641
277977,7.06,5.13,23.3,0.003463,1.763104
278511,7.06,5.1,23.19,0.00344,1.766544
279046,7.08,5.13,23.3,0.003463,1.770008
279580,7.06,5.13,23.3,0.003457,1.773464
280118,7.08,5.13,23.3,0.003483,1.776947
280652,7.06,5.13,23.3,0.003457,1.780404
281187,7.06,5.13,23.3,0.003463,1.783867
281721,7.06,5.13,23.3,0.003457,1.787324
282255,7.06,5.13,23.3,0.003457,1.790781
282792,7.06,5.13,23.3,0.003476,1.794257
283328,7.08,5.13,23.3,0.00347,1.797727
283866,7.06,5.13,23.3,0.003483,1.80121
284400,7.08,5.1,23.19,0.00344,1.80465
284938,7.08,5.1,23.19,0.003466,1.808116
285472,7.06,5.1,23.19,0.00344,1.811556
286006,7.06,5.13,23.3,0.003457,1.815013
286540,7.06,5.13,23.3,0.003457,1.81847
287075,7.08,5.13,23.3,0.003463,1.821933
287609,7.06,5.1,23.19,0.00344,1.825374
288144,7.06,5.1,23.19,0.003447,1.828821
288678,7.06,5.1,23.19,0.00344,1.832261
289216,7.06,5.13,23.3,0.003483,1.835744
289754,7.06,5.1,23.19,0.003466,1.83921
290291,7.08,5.1,23.19,0.00346,1.842669
290826,7.06,5.1,23.19,0.003447,1.846116
291359,7.06,5.1,23.19,0.003434,1.84955
291894,7.08,5.1,23.19,0.003447,1.852997
292429,7.06,5.1,23.19,0.003447,1.856444
292963,7.08,5.1,23.19,0.00344,1.859884
293498,7.06,5.1,23.19,0.003447,1.863331
294033,7.06,5.1,23.19,0.003447,1.866778
294567,7.06,5.1,23.19,0.00344,1.870218
295105,7.06,5.13,23.3,0.003483,1.873701
295642,7.06,5.13,23.3,0.003476,1.877177
296176,7.08,5.1,23.19,0.00344,1.880618
296714,7.08,5.1,23.19,0.003466,1.884084
297248,7.06,5.1,23.19,0.00344,1.887524
297783,7.06,5.1,23.19,0.003447,1.890971
298317,7.06,5.1,23.19,0.00344,1.894411
298852,7.06,5.1,23.19,0.003447,1.897858
299386,7.08,5.1,23.19,0.00344,1.901299
299924,7.06,5.13,23.3,0.003483,1.904781
300459,7.08,5.1,23.19,0.003447,1.908228
300993,7.06,5.13,23.3,0.003457,1.911685
301527,7.08,5.1,23.19,0.00344,1.915125
302062,7.06,5.1,23.19,0.003447,1.918572
302599,7.06,5.13,23.3,0.003476,1.922048
303136,7.06,5.1,23.19,0.00346,1.925508
303672,7.03,5.1,23.19,0.003453,1.928961
304206,7.08,5.1,23.19,0.00344,1.932402
304744,7.06,5.13,23.3,0.003483,1.935884
305277,7.06,5.1,23.19,0.003434,1.939318
305812,7.06,5.1,23.19,0.003447,1.942765
306347,7.06,5.1,23.19,0.003447,1.946212
306881,7.06,5.1,23.19,0.00344,1.949652
307416,7.06,5.1,23.19,0.003447,1.953099
